"chapter_id","block_id","sequence_number","element_type","section_path","xhtml_path","source_element_id","pdf_physical_page","pdf_printed_page","english_text","russian_text","source_html","asset_ids","table_id","formula_id","code_id","link_ids","term_candidates","formatting_markers","translation_status","qa_status","batch_id","version"
"CH09","CH09-B0150","150","p","9.3 Volatility Features > Asymmetric volatility – Exponential GARCH features","/*/*[2]/*/*[125]","","242","201","The exponential GARCH ( EGARCH ) model captures this asymmetry by modeling log variance:","Экспоненциальная модель GARCH (EGARCH) учитывает эту асимметрию путём моделирования логарифма дисперсии:","<p xmlns=""http://www.w3.org/1999/xhtml"" xmlns:epub=""http://www.idpf.org/2007/ops"" class=""normal"">
    <span xmlns=""http://www.w3.org/1999/xhtml"" class=""koboSpan"" id=""kobo.488.1"">
     The
    </span>
    <strong class=""keyWord"">
     <span xmlns=""http://www.w3.org/1999/xhtml"" class=""koboSpan"" id=""kobo.489.1"">
      exponential GARCH
     </span>
    </strong>
    <span xmlns=""http://www.w3.org/1999/xhtml"" class=""koboSpan"" id=""kobo.490.1"">
     (
    </span>
    <strong class=""keyWord"">
     <span xmlns=""http://www.w3.org/1999/xhtml"" class=""koboSpan"" id=""kobo.491.1"">
      EGARCH
     </span>
    </strong>
    <span xmlns=""http://www.w3.org/1999/xhtml"" class=""koboSpan"" id=""kobo.492.1"">
     ) model
    </span>
    <a id=""_idIndexMarker1296"">
    </a>
    <span xmlns=""http://www.w3.org/1999/xhtml"" class=""koboSpan"" id=""kobo.493.1"">
     captures this asymmetry by modeling log variance:
    </span>
   </p>
   ","","","","","","","strong,a","TRANSLATED","QA_PASS","CH09-BATCH-004","v0.4-pilot"
"CH09","CH09-B0151","151","p","9.3 Volatility Features > Asymmetric volatility – Exponential GARCH features","/*/*[2]/*/*[127]","","242","201","The asymmetry enters through . When is negative, negative shocks raise future volatility more than positive shocks do (Nelson, 1991). That parameter is the natural leverage_effect feature. Its sign and magnitude summarize whether the asset exhibits the familiar equity-style leverage pattern and how strong that pattern is in the current estimation window.","Асимметрия вводится через [IMG:../Images/B18427_09_039.png]. Когда [IMG:../Images/B18427_09_039.png] имеет отрицательное значение, отрицательные шоки повышают будущую волатильность сильнее, чем положительные (Nelson, 1991). Этот параметр естественным образом образует признак `leverage_effect`. Его знак и абсолютная величина показывают, наблюдается ли для данного актива характерный для фондового рынка эффект левериджа и насколько он выражен в текущем окне оценивания.","<p xmlns=""http://www.w3.org/1999/xhtml"" xmlns:epub=""http://www.idpf.org/2007/ops"" class=""normal"">
    <span xmlns=""http://www.w3.org/1999/xhtml"" class=""koboSpan"" id=""kobo.495.1"">
     The asymmetry enters through
    </span>
    <span xmlns=""http://www.w3.org/1999/xhtml"" class=""koboSpan"" id=""kobo.496.1"">
     <img alt=""img"" src=""../Images/B18427_09_039.png""/>
    </span>
    <a id=""_idIndexMarker1298"">
    </a>
    <span xmlns=""http://www.w3.org/1999/xhtml"" class=""koboSpan"" id=""kobo.497.1"">
     .
    </span>
    <span xmlns=""http://www.w3.org/1999/xhtml"" class=""koboSpan"" id=""kobo.497.2"">
     When
    </span>
    <span xmlns=""http://www.w3.org/1999/xhtml"" class=""koboSpan"" id=""kobo.498.1"">
     <img alt=""img"" src=""../Images/B18427_09_039.png""/>
    </span>
    <a id=""_idIndexMarker1299"">
    </a>
    <span xmlns=""http://www.w3.org/1999/xhtml"" class=""koboSpan"" id=""kobo.499.1"">
     is negative, negative shocks raise future volatility more than positive shocks do (Nelson, 1991).
    </span>
    <span xmlns=""http://www.w3.org/1999/xhtml"" class=""koboSpan"" id=""kobo.499.2"">
     That parameter is the natural
    </span>
    <code class=""inlineCode"">
     <span xmlns=""http://www.w3.org/1999/xhtml"" class=""koboSpan"" id=""kobo.500.1"">
      leverage_effect
     </span>
    </code>
    <span xmlns=""http://www.w3.org/1999/xhtml"" class=""koboSpan"" id=""kobo.501.1"">
     feature.
    </span>
    <span xmlns=""http://www.w3.org/1999/xhtml"" class=""koboSpan"" id=""kobo.501.2"">
     Its sign and magnitude summarize whether the asset exhibits the familiar equity-style leverage pattern and how strong that pattern is in the current estimation window.
    </span>
   </p>
   ","CH09-ASSET-042,CH09-ASSET-042","","","","","","code,a","TRANSLATED","QA_PASS","CH09-BATCH-004","v0.4-pilot"
"CH09","CH09-B0152","152","p","9.3 Volatility Features > Asymmetric volatility – Exponential GARCH features","/*/*[2]/*/*[128]","","256","215","This is often more useful as a conditioning variable than as a forecast on its own. A strongly negative leverage parameter indicates that downside shocks have disproportionate consequences for the volatility state. That can matter for risk controls, for feature interactions with momentum or carry signals, and for interpreting whether a recent increase in volatility reflects generic turbulence or specifically downside stress.","Этот параметр зачастую полезнее в качестве обусловливающей переменной, чем в качестве самостоятельного прогноза. Сильно отрицательный параметр левериджа указывает, что шоки снижения оказывают непропорционально сильное влияние на состояние волатильности. Это может иметь значение для механизмов управления риском, взаимодействий признаков с сигналами моментума или кэрри, а также для определения того, отражает ли недавнее повышение волатильности общую турбулентность или именно стресс, связанный со снижением рынка.","<p xmlns=""http://www.w3.org/1999/xhtml"" xmlns:epub=""http://www.idpf.org/2007/ops"" class=""normal"">
    <span xmlns=""http://www.w3.org/1999/xhtml"" class=""koboSpan"" id=""kobo.502.1"">
     This is often more useful as a conditioning variable than as a forecast on its own.
    </span>
    <span xmlns=""http://www.w3.org/1999/xhtml"" class=""koboSpan"" id=""kobo.502.2"">
     A strongly negative leverage parameter indicates that downside shocks have disproportionate consequences for the volatility state.
    </span>
    <span xmlns=""http://www.w3.org/1999/xhtml"" class=""koboSpan"" id=""kobo.502.3"">
     That can matter for risk controls, for feature interactions with momentum or carry signals, and for interpreting whether a recent increase in volatility reflects generic turbulence or specifically downside stress.
    </span>
   </p>
   ","","","","","","","","TRANSLATED","QA_PASS","CH09-BATCH-004","v0.4-pilot"
"CH09","CH09-B0153","153","p","9.3 Volatility Features > Asymmetric volatility – Exponential GARCH features","/*/*[2]/*/*[129]","","256","215","An alternative is the Glosten-Jagannathan-Runkle GARCH ( GJR-GARCH ) model (Glosten et al., 1993), which introduces asymmetry through an indicator for negative shocks rather than through the EGARCH log-variance form. For feature extraction, the two models serve a similar purpose: they add a parameter that distinguishes symmetric persistence from downside-sensitive persistence. The choice between them is usually empirical.","Альтернативой служит модель GARCH Глостена — Джаганнатана — Ранкла (GJR-GARCH; Glosten et al., 1993), которая вводит асимметрию с помощью индикатора отрицательных шоков, а не посредством используемой в EGARCH формы логарифма дисперсии. При извлечении признаков обе модели решают сходную задачу: добавляют параметр, позволяющий отличить симметричную устойчивость от устойчивости, чувствительной к шокам снижения. Выбор между ними обычно определяется эмпирически.","<p xmlns=""http://www.w3.org/1999/xhtml"" xmlns:epub=""http://www.idpf.org/2007/ops"" class=""normal"">
    <span xmlns=""http://www.w3.org/1999/xhtml"" class=""koboSpan"" id=""kobo.503.1"">
     An alternative is
    </span>
    <a id=""_idIndexMarker1300"">
    </a>
    <span xmlns=""http://www.w3.org/1999/xhtml"" class=""koboSpan"" id=""kobo.504.1"">
     the
    </span>
    <strong class=""keyWord"">
     <span xmlns=""http://www.w3.org/1999/xhtml"" class=""koboSpan"" id=""kobo.505.1"">
      Glosten-Jagannathan-Runkle GARCH
     </span>
    </strong>
    <span xmlns=""http://www.w3.org/1999/xhtml"" class=""koboSpan"" id=""kobo.506.1"">
     (
    </span>
    <strong class=""keyWord"">
     <span xmlns=""http://www.w3.org/1999/xhtml"" class=""koboSpan"" id=""kobo.507.1"">
      GJR-GARCH
     </span>
    </strong>
    <span xmlns=""http://www.w3.org/1999/xhtml"" class=""koboSpan"" id=""kobo.508.1"">
     ) model (Glosten et al., 1993), which introduces asymmetry through an indicator for negative shocks rather than through the
    </span>
    <a id=""_idIndexMarker1301"">
    </a>
    <span xmlns=""http://www.w3.org/1999/xhtml"" class=""koboSpan"" id=""kobo.509.1"">
     EGARCH log-variance form.
    </span>
    <span xmlns=""http://www.w3.org/1999/xhtml"" class=""koboSpan"" id=""kobo.509.2"">
     For feature extraction, the two models
    </span>
    <a id=""_idIndexMarker1302"">
    </a>
    <span xmlns=""http://www.w3.org/1999/xhtml"" class=""koboSpan"" id=""kobo.510.1"">
     serve a similar purpose: they add a parameter that distinguishes symmetric persistence from downside-sensitive persistence.
    </span>
    <span xmlns=""http://www.w3.org/1999/xhtml"" class=""koboSpan"" id=""kobo.510.2"">
     The choice between them is usually empirical.
    </span>
   </p>
   ","","","","","","","strong,a","TRANSLATED","QA_PASS","CH09-BATCH-004","v0.4-pilot"
"CH09","CH09-B0154","154","p","9.3 Volatility Features > Asymmetric volatility – Exponential GARCH features","/*/*[2]/*/*[130]/*","","242","201","Implementation : See 08_garch_volatility for GARCH, EGARCH, and GJR-GARCH estimation and comparison.","Реализация: в `08_garch_volatility` рассматриваются оценивание и сравнение моделей GARCH, EGARCH и GJR-GARCH.","<p xmlns=""http://www.w3.org/1999/xhtml"" xmlns:epub=""http://www.idpf.org/2007/ops"" class=""normal"">
     <strong class=""screenText"">
      <span xmlns=""http://www.w3.org/1999/xhtml"" class=""koboSpan"" id=""kobo.511.1"">
       Implementation
      </span>
     </strong>
     <span xmlns=""http://www.w3.org/1999/xhtml"" class=""koboSpan"" id=""kobo.512.1"">
      : See
     </span>
     <code class=""inlineCode"">
      <span xmlns=""http://www.w3.org/1999/xhtml"" class=""koboSpan"" id=""kobo.513.1"">
       08_garch_volatility
      </span>
     </code>
     <span xmlns=""http://www.w3.org/1999/xhtml"" class=""koboSpan"" id=""kobo.514.1"">
      for GARCH, EGARCH, and GJR-GARCH estimation and comparison.
     </span>
    </p>
   ","","","","","","","strong,code","TRANSLATED","QA_PASS","CH09-BATCH-004","v0.4-pilot"
"CH09","CH09-B0155","155","h2","9.3 Volatility Features > Heterogeneous autoregressive volatility features","/*/*[2]/*/*[131]","_idParaDest-388","256","215","Heterogeneous autoregressive volatility features","Признаки гетерогенной авторегрессионной модели волатильности","<h2 xmlns=""http://www.w3.org/1999/xhtml"" xmlns:epub=""http://www.idpf.org/2007/ops"" class=""heading-2"" id=""_idParaDest-388"">
    <a id=""_idTextAnchor377"">
    </a>
    <span xmlns=""http://www.w3.org/1999/xhtml"" class=""koboSpan"" id=""kobo.515.1"">
     Heterogeneous autoregressive volatility features
    </span>
   </h2>
   ","","","","","","","a","TRANSLATED","QA_PASS","CH09-BATCH-004","v0.4-pilot"
"CH09","CH09-B0156","156","p","9.3 Volatility Features > Heterogeneous autoregressive volatility features","/*/*[2]/*/*[132]","","256","215","The Heterogeneous Autoregressive (HAR) model (Corsi, 2009) captures daily volatility persistence across different horizons. A standard specification is:","Гетерогенная авторегрессионная модель (HAR; Corsi, 2009) описывает устойчивость дневной волатильности на разных горизонтах. Стандартная спецификация имеет следующий вид:","<p xmlns=""http://www.w3.org/1999/xhtml"" xmlns:epub=""http://www.idpf.org/2007/ops"" class=""normal"">
    <span xmlns=""http://www.w3.org/1999/xhtml"" class=""koboSpan"" id=""kobo.516.1"">
     The
    </span>
    <strong class=""keyWord"">
     <span xmlns=""http://www.w3.org/1999/xhtml"" class=""koboSpan"" id=""kobo.517.1"">
      Heterogeneous Autoregressive (HAR) model
     </span>
    </strong>
    <span xmlns=""http://www.w3.org/1999/xhtml"" class=""koboSpan"" id=""kobo.518.1"">
     (Corsi, 2009) captures daily volatility persistence
    </span>
    <a id=""_idIndexMarker1303"">
    </a>
    <span xmlns=""http://www.w3.org/1999/xhtml"" class=""koboSpan"" id=""kobo.519.1"">
     across different
    </span>
    <a id=""_idIndexMarker1304"">
    </a>
    <span xmlns=""http://www.w3.org/1999/xhtml"" class=""koboSpan"" id=""kobo.520.1"">
     horizons.
    </span>
    <span xmlns=""http://www.w3.org/1999/xhtml"" class=""koboSpan"" id=""kobo.520.2"">
     A standard specification is:
    </span>
   </p>
   ","","","","","","","strong,a","TRANSLATED","QA_PASS","CH09-BATCH-004","v0.4-pilot"
"CH09","CH09-B0157","157","p","9.3 Volatility Features > Heterogeneous autoregressive volatility features","/*/*[2]/*/*[134]","","242","201","where , , and denote daily, weekly, and monthly averages of realized volatility ( RV ).","где [IMG:../Images/B18427_09_042.png], [IMG:../Images/B18427_09_043.png] и [IMG:../Images/B18427_09_044.png] обозначают дневное, недельное и месячное средние реализованной волатильности (RV).","<p xmlns=""http://www.w3.org/1999/xhtml"" xmlns:epub=""http://www.idpf.org/2007/ops"" class=""normal"">
    <span xmlns=""http://www.w3.org/1999/xhtml"" class=""koboSpan"" id=""kobo.522.1"">
     where
    </span>
    <span xmlns=""http://www.w3.org/1999/xhtml"" class=""koboSpan"" id=""kobo.523.1"">
     <img alt=""img"" src=""../Images/B18427_09_042.png""/>
    </span>
    <a id=""_idIndexMarker1306"">
    </a>
    <span xmlns=""http://www.w3.org/1999/xhtml"" class=""koboSpan"" id=""kobo.524.1"">
     ,
    </span>
    <span xmlns=""http://www.w3.org/1999/xhtml"" class=""koboSpan"" id=""kobo.525.1"">
     <img alt=""img"" src=""../Images/B18427_09_043.png""/>
    </span>
    <a id=""_idIndexMarker1307"">
    </a>
    <span xmlns=""http://www.w3.org/1999/xhtml"" class=""koboSpan"" id=""kobo.526.1"">
     , and
    </span>
    <span xmlns=""http://www.w3.org/1999/xhtml"" class=""koboSpan"" id=""kobo.527.1"">
     <img alt=""img"" src=""../Images/B18427_09_044.png""/>
    </span>
    <a id=""_idIndexMarker1308"">
    </a>
    <span xmlns=""http://www.w3.org/1999/xhtml"" class=""koboSpan"" id=""kobo.528.1"">
     denote daily, weekly, and monthly averages of
    </span>
    <strong class=""keyWord"">
     <span xmlns=""http://www.w3.org/1999/xhtml"" class=""koboSpan"" id=""kobo.529.1"">
      realized volatility
     </span>
    </strong>
    <span xmlns=""http://www.w3.org/1999/xhtml"" class=""koboSpan"" id=""kobo.530.1"">
     (
    </span>
    <strong class=""keyWord"">
     <span xmlns=""http://www.w3.org/1999/xhtml"" class=""koboSpan"" id=""kobo.531.1"">
      RV
     </span>
    </strong>
    <span xmlns=""http://www.w3.org/1999/xhtml"" class=""koboSpan"" id=""kobo.532.1"">
     ).
    </span>
   </p>
   ","CH09-ASSET-044,CH09-ASSET-045,CH09-ASSET-046","","","","","","strong,a","TRANSLATED","QA_PASS","CH09-BATCH-004","v0.4-pilot"
"CH09","CH09-B0158","158","p","9.3 Volatility Features > Heterogeneous autoregressive volatility features","/*/*[2]/*/*[135]","","256","215","The horizon-specific volatility measures are inputs of the kind introduced in Chapter 8 . What HAR adds is a fitted layer on top of them. The coefficients , , and measure how strongly short-, medium-, and longer-horizon volatility contribute to the next day’s volatility forecast. A larger monthly coefficient indicates more persistent volatility conditions, whereas a larger daily coefficient indicates greater sensitivity to recent shocks.","Меры волатильности для отдельных горизонтов представляют собой входные данные того типа, который был введён в главе 8. Модель HAR добавляет над ними оценённый слой. Коэффициенты [IMG:../Images/B18427_09_045.png], [IMG:../Images/B18427_09_046.png] и [IMG:../Images/B18427_09_047.png] показывают, насколько сильно волатильность на краткосрочном, среднесрочном и более долгосрочном горизонтах влияет на прогноз волатильности следующего дня. Более высокий месячный коэффициент указывает на более устойчивые условия волатильности, тогда как более высокий дневной коэффициент означает большую чувствительность к недавним шокам.","<p xmlns=""http://www.w3.org/1999/xhtml"" xmlns:epub=""http://www.idpf.org/2007/ops"" class=""normal"">
    <span xmlns=""http://www.w3.org/1999/xhtml"" class=""koboSpan"" id=""kobo.533.1"">
     The horizon-specific volatility measures are inputs of the kind introduced in
    </span>
    <em class=""italic"">
     <span xmlns=""http://www.w3.org/1999/xhtml"" class=""koboSpan"" id=""kobo.534.1"">
      Chapter 8
     </span>
    </em>
    <span xmlns=""http://www.w3.org/1999/xhtml"" class=""koboSpan"" id=""kobo.535.1"">
     .
    </span>
    <span xmlns=""http://www.w3.org/1999/xhtml"" class=""koboSpan"" id=""kobo.535.2"">
     What HAR adds is a fitted layer on top of them.
    </span>
    <span xmlns=""http://www.w3.org/1999/xhtml"" class=""koboSpan"" id=""kobo.535.3"">
     The coefficients
    </span>
    <span xmlns=""http://www.w3.org/1999/xhtml"" class=""koboSpan"" id=""kobo.536.1"">
     <img alt=""img"" src=""../Images/B18427_09_045.png""/>
    </span>
    <a id=""_idIndexMarker1309"">
    </a>
    <span xmlns=""http://www.w3.org/1999/xhtml"" class=""koboSpan"" id=""kobo.537.1"">
     ,
    </span>
    <span xmlns=""http://www.w3.org/1999/xhtml"" class=""koboSpan"" id=""kobo.538.1"">
     <img alt=""img"" src=""../Images/B18427_09_046.png""/>
    </span>
    <a id=""_idIndexMarker1310"">
    </a>
    <span xmlns=""http://www.w3.org/1999/xhtml"" class=""koboSpan"" id=""kobo.539.1"">
     , and
    </span>
    <span xmlns=""http://www.w3.org/1999/xhtml"" class=""koboSpan"" id=""kobo.540.1"">
     <img alt=""img"" src=""../Images/B18427_09_047.png""/>
    </span>
    <a id=""_idIndexMarker1311"">
    </a>
    <span xmlns=""http://www.w3.org/1999/xhtml"" class=""koboSpan"" id=""kobo.541.1"">
     measure how strongly short-, medium-, and longer-horizon volatility contribute to the next day’s volatility forecast.
    </span>
    <span xmlns=""http://www.w3.org/1999/xhtml"" class=""koboSpan"" id=""kobo.541.2"">
     A larger monthly coefficient indicates more persistent volatility conditions, whereas a larger daily coefficient indicates greater sensitivity to recent shocks.
    </span>
   </p>
   ","CH09-ASSET-047,CH09-ASSET-048,CH09-ASSET-049","","","","","","em,a","TRANSLATED","QA_PASS","CH09-BATCH-004","v0.4-pilot"
"CH09","CH09-B0159","159","p","9.3 Volatility Features > Heterogeneous autoregressive volatility features","/*/*[2]/*/*[136]","","256","215","HAR is naturally specified on a daily realized-volatility series, ideally constructed from intraday returns. When only daily open-high-low-close-volume data are available, range-based estimators such as Garman-Klass or Yang-Zhang can serve as practical proxies. The model remains the same; only the volatility input changes.","Модель HAR естественным образом задаётся для дневного ряда реализованной волатильности, который в идеале строится по внутридневным доходностям. Если доступны только дневные данные об открытии, максимуме, минимуме, закрытии и объёме, практическими заменителями могут служить диапазонные оценки, такие как оценки Гармана — Класса или Янга — Чжана. Сама модель остаётся неизменной; меняются только входные данные волатильности.","<p xmlns=""http://www.w3.org/1999/xhtml"" xmlns:epub=""http://www.idpf.org/2007/ops"" class=""normal"">
    <span xmlns=""http://www.w3.org/1999/xhtml"" class=""koboSpan"" id=""kobo.542.1"">
     HAR is naturally specified on a daily realized-volatility series, ideally constructed from intraday returns.
    </span>
    <span xmlns=""http://www.w3.org/1999/xhtml"" class=""koboSpan"" id=""kobo.542.2"">
     When only daily open-high-low-close-volume data are available, range-based estimators such as Garman-Klass or Yang-Zhang can serve as practical proxies.
    </span>
    <span xmlns=""http://www.w3.org/1999/xhtml"" class=""koboSpan"" id=""kobo.542.3"">
     The model remains the same; only the volatility input changes.
    </span>
   </p>
   ","","","","","","","","TRANSLATED","QA_PASS","CH09-BATCH-004","v0.4-pilot"
"CH09","CH09-B0160","160","p","9.3 Volatility Features > Heterogeneous autoregressive volatility features","/*/*[2]/*/*[137]","","256","215","On SPY, the weekly component dominates ( ), consistent with institutional-frequency dynamics driving index volatility. In an out-of-sample comparison, HAR achieves roughly half the RMSE of GARCH (0.061 compared to 0.111), confirming that the multi-horizon decomposition captures persistence structure that a single-lag recursion misses.","Для SPY доминирует недельная компонента ([IMG:../Images/B18427_09_048.png]), что согласуется с влиянием динамики на институциональных временных горизонтах на волатильность индекса. При сравнении вне выборки HAR обеспечивает примерно вдвое меньшую среднеквадратическую ошибку (RMSE), чем GARCH (0,061 против 0,111), подтверждая, что разложение по нескольким горизонтам отражает структуру устойчивости, которую не учитывает рекурсия с одним лагом.","<p xmlns=""http://www.w3.org/1999/xhtml"" xmlns:epub=""http://www.idpf.org/2007/ops"" class=""normal"">
    <span xmlns=""http://www.w3.org/1999/xhtml"" class=""koboSpan"" id=""kobo.543.1"">
     On SPY, the weekly component dominates (
    </span>
    <span xmlns=""http://www.w3.org/1999/xhtml"" class=""koboSpan"" id=""kobo.544.1"">
     <img alt=""img"" src=""../Images/B18427_09_048.png""/>
    </span>
    <a id=""_idIndexMarker1312"">
    </a>
    <span xmlns=""http://www.w3.org/1999/xhtml"" class=""koboSpan"" id=""kobo.545.1"">
     ), consistent with institutional-frequency dynamics driving index volatility.
    </span>
    <span xmlns=""http://www.w3.org/1999/xhtml"" class=""koboSpan"" id=""kobo.545.2"">
     In an out-of-sample comparison, HAR achieves roughly half the RMSE of GARCH (0.061 compared to 0.111), confirming that the
    </span>
    <a id=""_idIndexMarker1313"">
    </a>
    <span xmlns=""http://www.w3.org/1999/xhtml"" class=""koboSpan"" id=""kobo.546.1"">
     multi-horizon decomposition captures
    </span>
    <a id=""_idIndexMarker1314"">
    </a>
    <span xmlns=""http://www.w3.org/1999/xhtml"" class=""koboSpan"" id=""kobo.547.1"">
     persistence structure that a single-lag recursion misses.
    </span>
   </p>
   ","CH09-ASSET-050","","","","","","a","TRANSLATED","QA_PASS","CH09-BATCH-004","v0.4-pilot"
